vmaf_mean,vmaf_std,vmaf_mad,bitrate_mean,stall_ratio,tsl_end
68.49402016739478,13.170607028316581,21.950713256999364,899.9236061919503,0.0,0.0
71.87161038557039,11.299485108319196,13.050671695119679,896.8046959752319,0.0,0.0
69.8077083703499,8.171881531966013,9.983596177039107,629.2939723426213,0.0,0.0
72.40821717725544,9.71134920729635,6.925785483915574,565.688614736842,0.0,0.0
78.89600812234809,6.275491361100854,3.9953141643095904,691.6052968421052,0.0,0.0
80.84049381605377,5.133617633315666,5.512098254204766,734.992954385965,0.0,0.0
77.30976927342402,11.820002322377968,10.162088864924774,660.2754807017544,0.0,0.0
74.7324362112488,12.254908889257194,12.882588660749654,582.3575578947368,0.0,0.0
76.01507528707357,13.331244243618062,17.14093941795951,666.9060491228071,0.0,0.0
76.15684796229465,13.457273193831771,15.818362174086342,742.8339087719299,0.0,0.0
77.60222280567999,14.302172283030028,9.087067998977277,795.7986807017545,0.0,0.0
84.95050876822134,8.748604757509883,6.331778481800434,1029.392112280702,0.0,0.0
89.92406888220061,1.537488151432011,1.2589057944227058,1311.6147649122809,0.0,0.0
90.44622479691152,1.6790424680412708,1.1387272855436912,1495.2063438596492,0.0,0.0
91.36286589770175,1.5271087024543446,1.3249083018106518,1757.2254315789476,0.0,0.0
87.46514823111913,9.197206692603572,6.695512037190717,1769.2161345249922,0.0,0.0
80.2384882724113,15.598490568715738,9.904709574256715,1538.0185718636217,0.0,0.0
75.12380302952656,11.533910963353131,9.91616333962643,750.8399289989679,0.0,0.0
82.2165154879753,4.484134484297332,3.527343876006384,993.5284837977295,0.0,0.0
76.16471680582421,13.753698080685473,12.607208470001488,865.3854712074304,0.0,0.0
70.87257560006815,16.683323375990327,12.804204288326236,772.8785347368422,0.0,0.0
72.9317834761068,17.942679906693655,19.428001632697878,839.4566568421054,0.0,0.0
72.58933135862121,17.692723041207735,19.655308775765825,721.7951157894738,0.0,0.0
71.59283897458889,16.89412632856861,10.431039646819531,549.1593263157897,0.0,0.0
78.88769640556475,13.586909125724812,10.765790476090938,650.641964912281,0.0,0.0
86.37812164777854,2.0460710425543196,2.509060599833436,855.7140491228072,0.0,0.0
84.25148781526977,4.112970349423747,4.904512106959654,875.4456982456144,0.0,0.0
78.60474121207264,11.70584770503006,9.624168455749626,746.5721543859652,0.0,0.0
76.11849278830825,11.73094684603629,12.434873040226577,704.3590736842108,0.0,0.0
76.68211164566178,12.274558042907817,16.337498206847986,723.7029894736845,0.0,0.0
76.46660974227646,12.058415845800736,13.546805190625864,701.585207017544,0.0,0.0
78.8986168377058,13.102813991283043,8.696226106976667,797.4518736842107,0.0,0.0
81.08186484946084,9.6806287433531,10.501550676890474,896.5033766302552,0.0,0.0
77.83698774980834,14.18028784823477,9.109174191469473,841.7396946706391,0.0,0.0
73.72518445236537,8.586369439463898,5.619074061178411,556.0938782249743,0.0,0.0
78.44306542357052,4.350091261151217,3.033241029590368,674.6947115789475,0.0,0.0
76.40665631079568,8.375624544438924,6.2001564707386905,649.4234189473684,0.0,0.0
72.28467111319992,10.578743832519429,6.375726573779405,555.3821754385966,0.0,0.0
73.04375645950935,11.198973309693663,12.173063903458953,535.6550175438598,0.0,0.0
73.28463091098084,11.378121606602281,12.218986495401538,486.295607017544,0.0,0.0
70.57685798301898,10.545495477394851,10.047766146306238,383.6223719298247,0.0,0.0
73.47440950846013,9.059907979691172,11.280536165885445,458.34826666666686,0.0,0.0
79.40062565786967,7.121290000356149,8.750332615773921,607.6289964912282,0.0,0.0
77.96238237482665,6.878463739366328,11.510805958112623,592.6586947368423,0.0,0.0
72.98077140945024,10.234057875475164,12.856683234336332,499.0768561403511,0.0,0.0
72.48279516642833,10.495647457546237,13.625791419620999,502.30380350877215,0.0,0.0
72.66684523897156,10.532913870821767,12.315529806927376,496.0722245614037,0.0,0.0
70.04211005207641,7.404384967032543,9.310572798864971,407.80973452499194,0.0,0.0
70.3328757359217,7.667038818375167,5.116866452493921,396.6992736180074,0.0,0.0
69.11753521135067,15.634306134911014,9.016306959857609,567.215425882353,0.0,0.0
77.17130216747516,12.339079370241485,8.644573451028045,810.409528998968,0.0,0.0
84.2640146259239,3.2069603020685804,2.022191821668379,1053.0980837977297,0.0,0.0
85.96450249573357,2.9238189627799267,1.8094226524345665,1180.476194014448,0.0,0.0
87.49141915846411,2.1445824664191147,1.4748600489032064,1330.5311915789475,0.0,0.0
82.77208739882384,11.521858830180143,7.797983062058723,1234.9456589473687,0.0,0.0
76.349911256583,15.371488580382229,8.65431968297855,988.5118315789475,0.0,0.0
69.50066734530023,16.07159328131587,8.863419256654373,716.503410526316,0.0,0.0
63.94779359291054,12.910793931723555,10.488076794885835,438.25403508771933,0.0,0.0
58.07265215312153,2.725173683693508,3.417663479702872,177.07098947368416,0.0,0.0
59.84388921116366,5.09297920563946,4.523958110585596,242.20586666666668,0.0,0.0
66.47612185364288,11.980771996456259,9.2100312589097,404.7362807017544,0.0,0.0
73.24565489513903,12.671729894536904,7.627042635198002,531.596154385965,0.0,0.0
78.11712093282428,11.707800894821231,7.972134242481006,615.535803508772,0.0,0.0
