vmaf_mean,vmaf_std,vmaf_mad,ssim,stall_count,tsl_end
43.815090039773466,5.430840849356764,4.902450145967791,0.97245,0.0,72.66666666666667
47.93886447034642,4.116791473382764,4.283334020250276,0.97245,0.0,72.66666666666667
50.10060724341365,3.2557345147269277,3.2288816562515716,0.97245,0.0,72.66666666666667
50.481823124136575,3.10422381395355,3.3958311410373625,0.97245,0.0,72.66666666666667
51.504265776109015,2.0435095067045856,2.801906395012306,0.97245,0.0,72.66666666666667
50.85341523832555,3.0127791421194874,2.6688979926015026,0.97245,0.0,72.66666666666667
48.99146621725652,2.957948139950022,2.349347650543832,0.97245,0.0,72.66666666666667
46.96277021079034,3.0211010752720626,2.2412910896097085,0.97245,0.0,72.66666666666667
46.25563802887423,2.6190583412270274,2.9247629214496342,0.97245,0.0,72.66666666666667
45.41726500655356,1.385221920541317,1.7122894833572087,0.97245,0.0,72.66666666666667
45.668504919770996,1.5352411946557751,1.693440951083689,0.97245,0.0,72.66666666666667
45.545658246717714,1.5793158237591882,1.6330651101179665,0.97245,0.0,72.66666666666667
46.72939482724378,1.2759508194907607,1.7223959573386693,0.97245,0.0,72.66666666666667
47.009867094644065,1.3353030323022392,1.8827862138285685,0.97245,0.0,72.66666666666667
46.6271342631019,1.6174232100679053,2.562249856176429,0.97245,0.0,72.66666666666667
47.07387859604423,1.945731830642063,3.112639546670131,0.97245,0.0,72.66666666666667
49.02551392393996,3.149048566578602,3.4209000643534164,0.97245,0.0,72.66666666666667
49.69562764590488,3.364223210892654,3.8043908331390135,0.97245,0.0,72.66666666666667
49.85921400477571,3.2894152536725167,3.8901011723901373,0.97245,0.0,72.66666666666667
50.62237944073918,2.32106028615142,2.7832445127665775,0.97245,0.0,72.66666666666667
50.45786919559956,2.43687368045817,1.5113356799599895,0.97245,0.0,72.66666666666667
49.43942857154575,1.3620093237864335,1.1451559282913735,0.97245,0.0,72.66666666666667
49.12443782875509,0.7664516836486688,0.5658705416656353,0.97245,0.0,72.66666666666667
49.120015506101915,0.7691486689504315,1.0128442021107134,0.97245,0.0,72.66666666666667
49.12931820371582,0.7629289075343623,0.9808477870744099,0.97245,0.0,72.66666666666667
49.01949175295023,0.8823975595549126,0.9252633633849285,0.97245,0.0,72.66666666666667
48.65159503341044,1.0172158974767227,0.7347185994423544,0.97245,0.0,72.66666666666667
48.77768074459932,1.251439585988931,1.161121776399316,0.97245,0.0,72.66666666666667
49.2809697629141,1.5632196224259984,1.164910723142592,0.97245,0.0,72.66666666666667
48.899653261749656,1.8754543782170263,2.0897597719809333,0.97245,0.0,72.66666666666667
49.19344177405341,1.8105554659572412,2.6666376265378986,0.97245,0.0,72.66666666666667
49.32536354730736,1.7084475782452753,2.0609482479967305,0.97245,0.0,72.66666666666667
47.497854115385245,3.107449119827183,3.6123299436024983,0.97245,0.0,72.66666666666667
45.97499675342839,2.7893893633239437,2.891177078453339,0.97245,0.0,72.66666666666667
45.5890814630446,2.791831292006077,2.5436243522460895,0.97245,0.0,72.66666666666667
44.401094366076364,2.1087820798465073,2.5983969599573555,0.97245,0.0,72.66666666666667
44.38280228947566,2.075649306587502,2.2169161074878616,0.97245,0.0,72.66666666666667
45.15319361441102,1.7349845003053694,2.4016284637169747,0.97245,0.0,72.66666666666667
45.791171552516275,1.6082143713175046,2.3088803256470047,0.97245,0.0,72.66666666666667
45.31160527761833,2.1112422975135177,3.0507735598776797,0.97245,0.0,72.66666666666667
44.868392036322405,2.6282109975836203,2.171258819901592,0.97245,0.0,72.66666666666667
43.832927801485354,2.104635358605068,2.0353184774257613,0.97245,0.0,72.66666666666667
43.9304438326602,2.204813863964235,2.6595548674643315,0.97245,0.0,72.66666666666667
46.436286712075066,6.635782095759466,4.807541152289884,0.97245,0.0,72.66666666666667
48.163384407134544,6.482980151111489,6.5683071589673165,0.97245,0.0,72.66666666666667
50.66889942152354,5.686420390378673,6.810192458887482,0.97245,0.0,72.66666666666667
53.16260562922169,4.330709479867978,6.385483807776268,0.97245,0.0,72.66666666666667
54.53087640209317,2.751492008560922,3.715873298261462,0.97245,0.0,72.66666666666667
53.98466315371297,1.8956034526904866,2.4973230760781853,0.97245,0.0,72.66666666666667
55.05924114172583,1.370304106937284,1.8510137392944532,0.97245,0.0,72.66666666666667
54.46260053084412,2.206661892541087,2.8425753490646617,0.97245,0.0,72.66666666666667
53.63870037400729,2.448531328984459,2.4172306047629366,0.97245,0.0,72.66666666666667
52.478854646941876,3.526956917972378,2.5606570845984873,0.97245,0.0,72.66666666666667
50.50708003141886,3.464508109879004,2.7066400982981573,0.97245,0.0,72.66666666666667
47.592937858275945,3.4010296953011734,2.5033749070528177,0.97245,0.0,72.66666666666667
46.43526776784075,3.0967301431951024,3.150662502546867,0.97245,0.0,72.66666666666667
45.16395099202916,1.9147266665818883,2.1747776865033632,0.97245,0.0,72.66666666666667
46.880691294112836,4.802884323373339,4.751511443464899,0.97245,0.0,72.66666666666667
48.93269459239609,6.250065027514035,3.7851584544255417,0.97245,0.0,72.66666666666667
51.647518315672,5.4800048754538215,3.3817161786594028,0.97245,0.0,72.66666666666667
